"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-03","14.54",",,W","0.00","T,,W,2400","0.0","T,,W,2400","0",",,W,2400","40","H,,S","44",",,W","31",",,W","  290",",,W","  310",",,W",,,"29.1",",,W","40.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-04","12.30",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","35","H,,S","44",",,W","26",",,W","  330",",,W","  320",",,W",,,"23.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-05","7.61",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","32","H,,S","40",",,W","23",",,W","   10",",,W","   40",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-06","6.26",",,W","0.00","T,,W,2400","0.0",",,W,2400","0",",,W,2400","41","H,,S","54",",,W","33",",,W","  200",",,W","  210",",,W",,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-07","10.29",",,W","0.07",",,W,2400","0.0",",,W,2400","0",",,W,2400","56","H,,S","71",",,W","47",",,W","  200",",,W","  190",",,W",,,"28.0",",,W","35.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-08","12.53",",,W","0.01",",,W,2400","0.0",",,W,2400","0",",,W,2400","59","H,,S","68",",,W","50",",,W","  300",",,W","  290",",,W",,,"33.1",",,W","44.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-09","9.17",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","60","H,,S","74",",,W","47",",,W","  240",",,W","  250",",,W",,,"21.9",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-10","15.66",",,W","0.09",",,W,2400","0.0","T,,W,2400","0",",,W,2400","49","H,,S","60",",,W","31",",,W","  310",",,W","  310",",,W",,,"30.0",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-11","14.54",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","33","H,,S","40",",,W","26",",,W","  320",",,W","  320",",,W",,,"25.1",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-12","11.18",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","33","H,,S","43",",,W","27",",,W","  340",",,W","  320",",,W",,,"21.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-13","9.84",",,W","0.34",",,W,2400","1.1",",,W,2400","0",",,W,2400","35","H,,S","46",",,W","28",",,W","   60",",,W","   40",",,W",,,"19.9",",,W","21.9",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-14","21.25",",,W","0.89",",,W,2400","0.9",",,W,2400","2",",,W,2400","34","H,,S","39",",,W","26",",,W","  300",",,W","  300",",,W",,,"32.0",",,W","44.1",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-15","18.34",",,W","0.00",",,W,2400","0.0",",,W,2400","1",",,W,2400","27","H,,S","33",",,W","22",",,W","  280",",,W","  300",",,W",,,"35.1",",,W","47.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-16","11.18",",,W","0.00",",,W,2400","0.0",",,W,2400","1",",,W,2400","33","H,,S","42",",,W","24",",,W","  290",",,W","  270",",,W",,,"25.1",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-17","6.04",",,W","0.01",",,W,2400","0.0",",,W,2400","0","T,,W,2400","40","H,,S","52",",,W","29",",,W","  200",",,W","  230",",,W",,,"23.9",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-18","7.38",",,W","0.37",",,W,2400","0.0",",,W,2400","0",",,W,2400","46","H,,S","59",",,W","40",",,W","   70",",,W","   50",",,W",,,"19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-19","14.32",",,W","0.26",",,W,2400","0.0","T,,W,2400","0",",,W,2400","44","H,,S","54",",,W","36",",,W","  350",",,W","  350",",,W",,,"21.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-20","6.71",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","46","H,,S","54",",,W","37",",,W","  320",",,W","  320",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-21","6.71",",,W","0.00","T,,W,2400","0.0",",,W,2400","0",",,W,2400","52","H,,S","63",",,W","46",",,W","  350",",,W","  350",",,W",,,"16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-22","16.55",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","51","H,,S","59",",,W","37",",,W","  330",",,W","  340",",,W",,,"31.1",",,W","38.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-23","7.61",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","38","H,,S","48",",,W","30",",,W","   10",",,W","   10",",,W",,,"16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-24","13.20",",,W","0.13",",,W,2400","0.0",",,W,2400","0",",,W,2400","45","H,,S","62",",,W","36",",,W","  200",",,W","  200",",,W",,,"23.0",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-25","8.50",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400","63","H,,S","78",",,W","54",",,W","   70",",,W","   60",",,W",,,"21.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-26","11.41",",,W","0.00","T,,W,2400","0.0",",,W,2400","0",",,W,2400","53","H,,S","56",",,W","47",",,W","   60",",,W","   70",",,W",,,"19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-27","4.70",",,W","0.01",",,W,2400","0.0",",,W,2400","0",",,W,2400","54","H,,S","76",",,W","46",",,W","  110",",,W","  110",",,W",,,"14.1",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-03-28","8.05",",,W","0.02",",,W,2400","0.0",",,W,2400","0",",,W,2400","65","H,,S","74",",,W","57",",,W","  300",",,W","  310",",,W",,,"21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
