order_id,num_items,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2850792,1,74532,prior,28,3,11,2.0
2414588,13,4885,prior,11,4,8,5.0
2574905,11,185021,prior,20,0,14,7.0
1603497,12,178889,prior,32,1,13,4.0
2357737,2,152316,prior,53,3,7,7.0
3346787,19,186364,prior,1,1,12,
3371677,7,135416,prior,10,2,10,8.0
833858,11,70339,prior,26,1,13,3.0
1966729,9,173775,prior,20,5,21,5.0
3080775,8,166665,prior,24,5,20,5.0
2542912,4,137582,prior,38,1,16,23.0
658538,7,62541,prior,27,2,13,8.0
768061,12,158959,prior,15,2,12,5.0
261051,1,197545,prior,6,5,17,30.0
1382724,6,92090,prior,16,3,15,16.0
195710,13,53658,prior,3,3,17,9.0
2085348,7,10241,prior,2,0,16,13.0
983318,4,73042,prior,68,2,9,4.0
338864,3,112544,prior,3,4,12,5.0
2155539,7,47531,prior,8,6,19,5.0
401190,31,164055,prior,14,2,14,3.0
188680,23,90796,prior,1,5,16,
3189074,9,114838,prior,1,1,8,
2552542,3,81281,prior,17,1,13,20.0
2223643,3,146936,prior,2,1,14,30.0
425250,11,15458,prior,3,1,9,18.0
2004261,4,174082,prior,5,3,22,12.0
2135011,10,55198,prior,4,3,22,18.0
2351661,20,173470,prior,13,0,11,3.0
2027756,6,65039,prior,14,5,8,4.0
2533496,3,76049,prior,8,4,14,9.0
820737,14,102743,prior,10,6,10,14.0
68066,1,1537,prior,58,5,16,7.0
409513,1,84702,prior,2,5,8,3.0
2819876,9,162139,prior,10,2,13,1.0
977352,24,56741,prior,5,1,13,29.0
2990315,13,134980,prior,8,0,8,30.0
531862,18,196390,prior,2,1,14,30.0
257011,8,87155,prior,1,2,18,
3308527,4,182130,prior,21,1,16,1.0
2383222,12,95338,prior,83,5,18,6.0
660287,8,109050,prior,14,1,16,6.0
1851057,2,160297,prior,54,1,20,3.0
3061340,9,43246,prior,5,2,7,9.0
389072,3,161116,prior,5,0,12,7.0
1361360,4,106334,prior,1,0,17,
1062572,19,128964,prior,4,3,21,21.0
293010,2,60924,prior,11,4,13,5.0
2154927,5,36950,prior,2,0,19,23.0
3209783,8,61438,prior,5,5,6,6.0
2624446,7,94441,prior,9,3,8,16.0
1302947,20,178290,prior,10,6,11,1.0
546126,22,79923,prior,32,6,8,10.0
696119,8,97832,prior,6,3,12,30.0
2101396,2,24475,prior,4,3,6,10.0
611029,15,147980,prior,29,3,16,3.0
2757267,12,82229,prior,19,0,15,7.0
2161734,5,131376,prior,16,0,23,13.0
1055959,23,161002,prior,11,2,21,5.0
1184864,6,105063,prior,51,3,14,1.0
2658424,12,28159,prior,35,6,12,5.0
2891013,6,121378,prior,7,1,8,18.0
1605635,19,187695,prior,2,1,13,7.0
285085,5,75308,prior,14,0,17,7.0
1155484,6,86061,prior,37,3,0,2.0
3291991,9,186728,prior,3,1,13,14.0
1909920,3,29255,prior,4,3,11,30.0
2184186,6,112626,prior,3,4,15,2.0
112026,17,141386,prior,10,1,16,30.0
2710611,12,122408,prior,6,2,16,22.0
3353332,5,28476,prior,52,4,9,1.0
366440,18,180453,prior,5,2,19,23.0
2343714,12,16480,prior,7,5,17,13.0
1474933,5,55103,prior,7,0,21,1.0
2856532,11,64213,prior,13,2,14,12.0
3200439,1,65507,prior,1,3,10,
2371705,14,81827,prior,37,0,15,7.0
2374673,5,31604,prior,15,1,12,8.0
561028,21,90315,prior,9,3,17,8.0
3412620,6,104207,prior,34,1,17,11.0
3057933,19,187985,prior,19,1,11,30.0
2390801,13,186311,prior,1,0,8,
3253038,10,82699,prior,4,3,12,19.0
2908482,2,79408,prior,13,1,8,14.0
3418430,4,167496,prior,31,1,17,6.0
1138389,9,135381,prior,31,1,12,4.0
1722743,5,182558,prior,62,4,13,4.0
3101513,2,24906,prior,10,0,16,13.0
894263,6,156650,prior,44,6,19,15.0
1165083,10,49795,prior,3,5,12,30.0
1071687,4,190251,prior,14,1,10,7.0
2624752,12,135861,prior,10,2,14,30.0
703719,15,51201,prior,9,5,11,26.0
1076657,12,175391,prior,18,1,13,11.0
2511449,7,119647,prior,5,2,8,1.0
2942003,10,26250,prior,33,6,18,2.0
101518,17,167163,prior,6,2,8,30.0
2801973,23,29753,prior,7,2,16,30.0
2995321,6,164569,prior,5,0,13,30.0
1102092,24,141782,prior,1,3,10,
582291,24,182282,prior,47,5,18,0.0
2904699,22,113697,prior,13,1,13,3.0
112731,17,85877,prior,3,6,22,30.0
2098045,17,87629,prior,7,6,13,8.0
1377701,1,7709,prior,18,3,12,15.0
1887251,13,176720,prior,18,4,9,12.0
1503779,20,85716,prior,17,0,10,20.0
15810,2,181070,prior,22,5,8,1.0
1307545,25,134075,prior,10,0,16,13.0
1367959,7,3888,prior,8,1,13,4.0
549536,22,142964,prior,59,0,13,5.0
811121,9,173917,prior,10,4,16,6.0
2304699,6,66181,prior,34,3,16,6.0
2918167,7,28476,prior,57,5,11,1.0
827338,16,174390,prior,8,1,17,5.0
1106396,3,106934,prior,14,3,17,19.0
2025889,4,128771,prior,11,3,15,4.0
2334129,2,125704,prior,12,4,17,8.0
1904004,6,21590,prior,6,2,16,6.0
1796874,37,21052,prior,27,5,12,16.0
773290,3,57288,prior,11,0,10,8.0
2416160,10,116138,prior,6,3,16,30.0
3173712,9,54369,prior,87,5,7,3.0
2629242,26,90579,prior,3,0,19,0.0
3248845,21,72521,prior,10,5,19,9.0
705165,3,36651,prior,19,0,13,8.0
114729,5,55856,prior,19,0,12,3.0
1022088,12,118025,prior,2,5,14,21.0
1860533,20,77737,prior,6,3,15,4.0
129552,6,11566,prior,6,0,9,19.0
1061638,4,180421,prior,15,6,13,7.0
3006094,11,126984,prior,15,0,9,7.0
3111418,6,66692,prior,1,6,14,
932287,5,55618,prior,13,0,16,14.0
1515961,16,157518,prior,4,0,14,8.0
1763898,4,62479,prior,3,5,16,30.0
392359,6,189304,prior,17,1,10,4.0
39554,15,45053,prior,3,0,11,21.0
1272818,10,139397,prior,4,2,6,30.0
1861809,5,186480,prior,27,2,9,4.0
2119130,1,190420,prior,2,5,15,30.0
3322471,15,123251,prior,1,1,16,
2981303,13,176072,prior,4,4,16,5.0
2449338,12,110490,prior,7,4,12,5.0
1613464,42,47079,prior,8,1,10,4.0
57842,8,128378,prior,7,0,14,13.0
649900,7,81663,prior,13,5,13,6.0
460832,2,78554,prior,2,0,9,7.0
1011827,3,21240,prior,62,3,15,1.0
1079485,3,108935,prior,32,0,14,0.0
572029,4,135081,prior,11,3,11,3.0
2762805,9,40486,prior,27,3,18,9.0
1947607,12,190652,prior,2,1,19,6.0
1869814,3,98855,prior,21,4,0,12.0
2703320,4,26053,prior,27,1,11,19.0
891602,4,160042,prior,31,3,12,5.0
1852548,9,141854,prior,11,5,14,5.0
2543399,8,18632,prior,51,5,9,6.0
1162318,6,111578,prior,11,2,16,1.0
3072088,2,9816,prior,29,3,14,4.0
787129,16,82950,prior,3,5,17,17.0
1582545,21,86394,prior,5,5,14,30.0
1115500,11,13177,prior,5,0,14,20.0
1087743,21,115160,prior,1,4,20,
2755786,7,68926,prior,2,2,10,6.0
871503,9,44544,prior,4,0,13,8.0
970501,12,110652,prior,35,3,15,22.0
2372553,12,146725,prior,2,2,12,13.0
447746,1,103147,prior,1,2,13,
296002,4,117203,prior,29,5,19,19.0
1598185,10,66359,prior,4,0,7,30.0
2268511,6,41524,prior,4,1,18,7.0
2597700,8,172451,prior,22,0,10,21.0
2338227,8,116211,prior,24,3,11,12.0
1071218,8,114540,prior,12,2,16,0.0
3209839,16,93203,prior,7,0,11,21.0
2416038,9,3163,prior,10,1,11,22.0
2467119,5,194605,prior,53,5,1,2.0
1129561,8,118778,prior,18,0,1,7.0
2685685,8,116245,prior,16,3,10,22.0
1555884,8,26754,prior,2,5,16,13.0
1223611,2,5589,prior,18,1,12,6.0
1502895,3,83158,prior,6,2,10,15.0
2492961,4,73744,prior,4,3,19,26.0
657960,10,101604,prior,4,0,14,30.0
444551,10,184822,prior,13,0,14,0.0
2799031,5,114783,prior,53,6,20,3.0
3046929,5,176102,prior,13,6,12,30.0
1133963,9,101739,prior,33,2,10,19.0
761986,12,172827,prior,31,4,17,17.0
2161823,2,35826,prior,1,4,22,
2173880,5,169662,prior,7,0,10,2.0
2364689,2,130682,prior,11,5,13,2.0
3227846,10,116635,prior,16,5,16,13.0
2533164,13,20339,prior,31,0,10,7.0
1591310,13,38336,prior,2,5,16,8.0
1106732,8,180958,prior,3,1,12,6.0
250578,23,41698,prior,30,4,13,3.0
241039,23,15742,prior,17,0,8,6.0
2429538,14,74059,prior,2,2,21,16.0
1948366,7,60974,prior,1,2,13,
2195091,11,171107,prior,3,3,15,13.0
2012342,14,197328,prior,16,0,13,2.0
265477,3,180583,prior,84,0,14,4.0
437053,1,39947,prior,8,1,8,7.0
1156314,8,202945,prior,24,4,15,7.0
149099,13,199220,prior,11,5,18,7.0
2423038,1,109722,prior,28,4,9,7.0
489257,5,147834,prior,88,4,21,4.0
1428761,14,70955,prior,19,1,10,6.0
1126847,18,200550,prior,35,4,19,10.0
1689791,1,98012,prior,3,5,13,30.0
425890,1,5003,prior,55,4,2,3.0
891762,15,143412,prior,11,0,13,30.0
1109569,3,160066,prior,1,4,9,
550316,7,197829,prior,35,4,9,2.0
3411736,8,153472,prior,5,0,16,30.0
2546481,3,137453,prior,60,6,15,1.0
2038458,3,95472,prior,1,1,9,
2698465,3,1737,prior,12,2,12,7.0
2834373,4,201648,prior,48,3,8,2.0
2406375,16,7019,prior,18,4,18,14.0
2813862,7,169554,prior,1,4,11,
2792402,11,10142,prior,16,0,17,7.0
1838419,17,132297,prior,3,3,9,19.0
577500,1,71897,prior,13,4,13,2.0
3309618,10,154365,prior,14,4,13,22.0
2583909,22,60228,prior,9,4,16,9.0
2888053,14,197633,prior,31,0,10,7.0
968927,3,51059,prior,12,0,10,6.0
652439,9,119049,prior,2,4,11,9.0
2297430,20,71392,prior,53,5,16,7.0
1789651,6,186830,prior,7,1,18,1.0
2116825,39,185129,prior,14,1,16,20.0
1572207,12,41790,prior,28,3,18,4.0
2073923,2,145144,prior,56,0,8,8.0
2997626,6,84946,prior,3,1,11,18.0
985348,3,201968,prior,16,4,10,7.0
1903986,7,130109,prior,11,5,10,22.0
2850341,25,185875,prior,14,6,10,21.0
1151909,2,143840,prior,78,2,13,4.0
2803761,13,173646,prior,1,6,11,
1071608,40,26793,prior,6,6,10,8.0
745320,8,122862,prior,2,6,16,14.0
1729255,21,110052,prior,13,3,14,8.0
870489,18,61878,prior,7,2,16,5.0
1578037,21,86738,prior,2,1,0,28.0
1731232,20,121217,prior,9,4,14,20.0
3327307,6,127459,prior,23,6,19,7.0
695106,14,162283,prior,27,6,12,13.0
1383364,2,87731,prior,21,5,12,3.0
1731263,1,82583,prior,1,0,13,
2664106,31,132335,prior,51,4,6,8.0
2114397,9,60082,prior,4,4,15,6.0
3408126,10,29580,prior,4,6,12,30.0
2914409,19,66111,prior,18,6,1,7.0
384685,9,184291,prior,4,4,14,13.0
2723815,7,5882,prior,3,1,10,12.0
2613436,7,30116,prior,12,3,15,30.0
1244495,15,84178,prior,40,4,11,5.0
1622583,7,25282,prior,7,0,15,14.0
1249776,3,39087,prior,1,6,13,
446024,7,11189,prior,28,0,10,5.0
2944797,11,146995,prior,3,1,4,30.0
537456,3,156374,prior,6,1,19,13.0
3136106,3,12831,prior,4,1,11,17.0
2939813,5,27575,prior,28,4,8,22.0
466275,9,43138,prior,17,5,19,7.0
2203,29,40211,prior,11,6,21,6.0
2704982,3,199039,prior,6,4,8,3.0
3353727,9,50789,prior,6,0,14,20.0
2943015,2,143416,prior,49,3,15,1.0
2617885,17,103744,prior,12,6,15,6.0
2795188,6,204870,prior,37,5,16,1.0
438679,7,201896,prior,25,1,15,3.0
1412419,15,190921,prior,3,1,15,6.0
2939632,2,25715,prior,8,5,13,4.0
2886310,6,205510,prior,36,0,12,6.0
90695,20,125033,prior,5,4,15,13.0
1260389,14,140877,prior,8,6,11,7.0
1521302,21,201158,prior,7,4,13,13.0
1275710,5,137946,prior,13,6,21,12.0
82133,6,170232,prior,19,2,12,4.0
1196961,14,194126,prior,3,5,8,7.0
1466072,13,205777,prior,26,2,20,30.0
1416744,25,50130,prior,7,0,18,7.0
2525213,15,81797,prior,55,1,7,3.0
182301,1,148166,prior,6,1,21,8.0
388160,6,64416,prior,11,5,19,30.0
2792610,8,100724,prior,29,2,17,20.0
2220271,2,177299,prior,19,3,15,1.0
2799332,7,83664,prior,9,2,14,27.0
2634193,1,77226,prior,8,5,11,4.0
2019620,3,91326,prior,51,1,14,3.0
2905633,10,93949,prior,3,5,14,20.0
2010522,8,26870,prior,35,6,22,11.0
1866024,7,43721,prior,20,6,12,14.0
3026897,10,46634,prior,16,2,7,8.0
1704085,26,118908,prior,16,1,12,15.0
3281228,9,157075,prior,8,3,17,9.0
27555,3,142743,prior,3,2,8,30.0
532344,9,4944,prior,10,1,10,7.0
59742,4,132303,prior,1,3,14,
3318909,8,14169,prior,7,3,2,9.0
2893735,19,175464,prior,5,6,11,30.0
918879,19,158938,prior,7,1,8,10.0
1548483,11,39099,prior,11,4,13,30.0
3295037,9,193316,prior,24,2,13,6.0
2542764,4,11965,prior,11,0,13,13.0
1560150,26,96767,prior,44,6,16,6.0
867410,5,139054,prior,23,1,14,9.0
1188320,7,57111,prior,21,5,11,15.0
2968612,8,201679,prior,6,6,16,7.0
2706494,2,11090,prior,1,4,9,
3394639,3,72397,prior,10,4,15,8.0
3161613,11,65794,prior,3,1,16,2.0
2906652,15,110826,prior,4,0,15,20.0
1926675,10,152061,prior,4,6,15,27.0
2582755,20,14776,prior,15,2,10,5.0
800512,6,81429,prior,7,5,14,10.0
3049949,3,90932,prior,40,5,8,4.0
3170404,15,185122,prior,19,0,18,8.0
1288186,17,30937,prior,15,0,14,15.0
1853444,17,34122,prior,53,5,8,6.0
1048662,11,31752,prior,7,3,19,10.0
921287,27,158238,prior,5,0,15,7.0
3088706,19,110442,prior,93,1,11,7.0
3318233,8,134270,prior,12,1,10,7.0
3402368,6,112154,prior,8,0,12,4.0
3136534,4,141867,prior,2,1,20,27.0
1070062,9,60679,prior,8,0,16,14.0
3262895,6,192030,prior,15,6,8,6.0
108877,10,189034,prior,5,0,16,4.0
3309713,23,167092,prior,36,0,10,7.0
212519,1,138364,prior,11,4,12,8.0
3389071,15,180619,prior,33,0,22,14.0
2949722,9,155060,prior,36,0,13,9.0
1009096,12,163192,prior,1,1,8,
1547897,11,161785,prior,1,0,9,
1001746,17,200868,prior,21,6,0,30.0
2698171,24,84837,prior,24,6,9,4.0
570293,17,46202,prior,70,2,15,5.0
154365,6,92673,prior,26,1,14,20.0
3389795,10,164038,prior,6,1,9,12.0
681597,7,49934,prior,22,5,14,2.0
46179,42,112188,prior,20,4,18,28.0
834420,10,191487,prior,21,0,11,10.0
2502251,12,202580,prior,11,4,16,5.0
2919764,8,136908,prior,2,3,9,8.0
2630730,21,178822,prior,2,0,15,21.0
2769275,12,74157,prior,38,0,12,8.0
765223,17,90721,prior,9,0,15,3.0
1075662,4,160195,prior,9,4,9,6.0
2323288,7,70326,prior,1,0,10,
528510,4,13703,prior,20,2,16,3.0
1135591,10,51263,prior,3,2,19,4.0
2544881,11,140194,prior,44,6,16,2.0
2614520,9,185318,prior,57,2,16,2.0
1060029,6,186835,prior,99,1,15,1.0
2012958,7,202879,prior,5,4,20,9.0
3227983,3,120398,prior,14,3,15,23.0
1955882,9,110314,prior,30,6,9,3.0
2221752,23,125122,prior,1,6,7,
888614,9,75219,prior,4,6,6,25.0
108191,5,86191,prior,20,5,17,9.0
3279011,5,160602,prior,2,4,14,11.0
2047014,24,78009,prior,7,6,18,21.0
2600844,6,117058,prior,3,0,12,8.0
1616859,1,16946,prior,18,5,10,16.0
2131687,4,98878,prior,12,0,12,9.0
2406106,18,117889,prior,3,0,13,21.0
1365991,1,125473,prior,1,6,17,
1604478,26,16933,prior,7,2,16,27.0
1072229,13,28599,prior,55,0,14,3.0
880066,7,196174,prior,28,4,21,5.0
2675497,9,165300,prior,6,2,9,6.0
173968,9,95499,prior,14,6,20,27.0
1448124,9,49413,prior,29,1,8,4.0
3289429,3,169544,prior,3,6,6,30.0
783800,7,55665,prior,8,2,20,3.0
1635892,22,79525,prior,17,4,16,7.0
3390960,4,201623,prior,74,5,17,0.0
2716244,2,186549,prior,1,1,9,
1001121,13,109445,prior,1,0,19,
3005008,5,112848,prior,12,5,14,7.0
1193464,5,203503,prior,15,6,12,1.0
91349,1,176454,prior,7,1,9,30.0
2793392,7,50873,prior,12,6,13,3.0
2294698,8,160546,prior,12,5,9,4.0
1412200,4,35367,prior,9,3,17,2.0
2178998,16,198077,prior,33,3,9,8.0
3302575,8,143140,prior,2,0,13,15.0
1429634,7,32833,prior,14,6,17,14.0
2593254,6,51700,prior,30,3,15,9.0
2124366,2,17692,prior,57,1,11,3.0
1665570,7,101825,prior,16,6,16,5.0
716921,7,67714,prior,2,0,16,12.0
169896,16,180205,prior,37,1,12,7.0
1721011,5,103602,prior,17,0,15,7.0
3265447,7,185642,prior,8,0,18,5.0
2016759,3,188386,prior,15,4,17,8.0
1410622,2,25469,prior,1,2,15,
923674,10,121508,prior,52,0,12,9.0
2167534,30,45520,prior,45,1,10,7.0
1401239,10,134275,prior,2,2,19,30.0
2194543,9,152324,prior,7,0,19,6.0
3013412,2,110678,prior,11,3,13,10.0
864513,12,35821,prior,51,2,14,6.0
1543549,9,18601,prior,23,5,11,4.0
1381878,18,139302,prior,1,0,15,
102289,7,158764,prior,11,3,15,11.0
1781840,17,59692,prior,11,2,12,12.0
1111269,25,75221,prior,8,5,21,19.0
196501,8,204622,prior,67,5,0,5.0
33660,5,146415,prior,13,1,8,20.0
315843,15,108351,prior,9,1,9,7.0
391957,21,175567,prior,15,0,11,12.0
386756,1,103642,prior,11,4,9,3.0
3168095,3,161809,prior,5,5,20,1.0
1708804,10,60665,prior,3,5,11,22.0
731683,7,109590,prior,2,1,15,12.0
961810,7,152884,prior,1,1,19,
2430225,20,98420,prior,1,4,20,
261411,12,140601,prior,4,3,12,14.0
3036489,9,112630,prior,11,3,15,16.0
1609755,22,177444,prior,4,0,12,6.0
954868,13,204805,prior,1,3,12,
1056730,5,107185,prior,3,3,19,5.0
3320346,10,156876,prior,7,6,22,20.0
564283,24,62959,prior,9,3,15,14.0
2103300,9,7927,prior,17,2,15,7.0
148549,12,21192,prior,4,4,18,12.0
1582967,9,25911,prior,28,6,13,30.0
1109686,15,153245,prior,5,3,17,30.0
2467065,3,56056,prior,8,3,18,5.0
1592189,9,106996,prior,5,4,21,20.0
1535133,8,62515,prior,8,5,9,2.0
2142924,6,126665,prior,9,5,17,18.0
1675980,5,99341,prior,8,3,8,10.0
2230775,19,73126,prior,24,4,10,3.0
1844002,14,62999,prior,73,4,17,8.0
555651,7,116967,prior,12,1,10,13.0
3046106,11,128664,prior,2,4,10,9.0
1751848,23,48890,prior,16,3,14,7.0
1882529,9,183141,prior,7,2,11,9.0
3123329,6,49329,prior,2,4,8,16.0
3224973,12,27233,prior,78,3,12,13.0
1818162,11,192224,prior,5,6,11,13.0
1949001,8,18318,prior,34,4,10,30.0
2615560,10,148751,prior,17,6,21,14.0
2173442,18,28983,prior,7,6,11,20.0
340263,13,162142,prior,16,6,11,9.0
1288632,18,137602,prior,11,5,17,30.0
1334514,3,46022,prior,10,4,10,11.0
1512579,8,143974,prior,7,3,9,13.0
3155821,11,110307,prior,1,6,21,
2763304,3,167608,prior,34,0,15,3.0
3392353,18,153959,prior,40,1,13,6.0
1632732,3,186416,prior,31,0,11,4.0
242350,4,104191,prior,19,0,11,6.0
2387799,9,11129,prior,5,0,9,8.0
2130282,8,28367,prior,3,5,16,5.0
3055599,5,150765,prior,3,0,7,30.0
499913,2,81321,prior,22,2,17,8.0
1428675,8,29908,prior,27,1,15,9.0
2286172,5,2387,prior,60,4,9,2.0
1789871,3,7281,prior,2,1,2,0.0
1532347,8,140672,prior,13,5,12,5.0
1412362,15,89804,prior,3,0,15,27.0
2401810,5,112945,prior,11,6,15,12.0
561994,5,180446,prior,1,1,13,
3412540,9,138357,prior,31,4,13,3.0
1133415,6,9115,prior,22,3,13,7.0
1445360,7,28400,prior,24,0,13,5.0
259671,12,121678,prior,3,5,18,5.0
2595212,3,178942,prior,4,1,12,18.0
1990970,5,106479,prior,13,4,14,10.0
1637441,3,43241,prior,4,3,10,2.0
1367288,10,28155,prior,4,4,16,8.0
600940,13,126458,prior,14,1,16,30.0
1011095,1,49350,prior,3,0,17,13.0
862927,11,174143,prior,1,0,16,
900981,1,53924,prior,41,5,11,2.0
1908114,14,62580,prior,7,1,18,8.0
3283944,7,125982,prior,17,2,11,21.0
2855425,8,184289,prior,29,0,13,18.0
119146,10,151071,prior,8,3,17,6.0
3009664,19,71380,prior,7,1,12,7.0
1729169,26,53802,prior,12,4,12,19.0
2283241,7,100011,prior,8,3,15,2.0
678761,7,171756,prior,2,3,9,24.0
578959,8,136657,prior,3,5,9,12.0
3072873,12,21819,prior,79,0,12,2.0
3247384,5,98594,prior,9,2,19,5.0
795368,3,172451,prior,19,2,8,25.0
610431,13,164090,prior,28,0,16,7.0
2017654,9,164622,prior,12,5,10,4.0
3184489,9,52123,prior,45,5,8,9.0
2998330,7,109645,prior,26,4,12,13.0
2900548,7,38835,prior,6,1,15,17.0
2053950,7,54454,prior,18,3,13,4.0
817226,9,18055,prior,7,4,10,2.0
2500680,14,125410,prior,2,2,15,23.0
2934256,14,127140,prior,29,1,16,7.0
3190652,5,181580,prior,1,0,19,
2521695,8,38371,prior,14,3,17,18.0
322430,15,118836,prior,3,6,18,30.0
485004,7,44188,prior,38,0,18,0.0
2313424,10,140869,prior,6,5,16,13.0
2786601,8,29391,prior,6,4,13,3.0
1818031,2,77861,prior,9,5,12,6.0
1878981,19,32707,prior,4,5,2,1.0
2577708,5,202247,prior,1,1,17,
970047,11,138365,prior,61,0,13,2.0
3254776,25,67528,prior,3,5,10,4.0
1003034,11,197889,prior,17,0,0,3.0
2611389,4,1914,prior,2,6,18,1.0
1481097,3,29024,prior,13,3,8,30.0
1563020,2,90807,prior,16,5,19,1.0
3354375,1,199091,prior,59,2,10,7.0
1282200,13,198085,prior,37,5,21,4.0
1750117,34,174819,prior,23,1,18,9.0
725335,5,91165,prior,20,1,20,2.0
2656372,1,67270,prior,41,1,18,4.0
169747,15,69809,prior,11,2,7,14.0
883128,4,135042,prior,11,5,15,6.0
1791217,7,102962,prior,5,2,13,3.0
3020259,11,163179,prior,5,0,12,7.0
3008268,15,165600,prior,3,5,11,30.0
3295390,8,142870,prior,9,0,15,21.0
1286054,6,68254,prior,56,1,16,5.0
1351246,10,68575,prior,24,5,22,7.0
267569,4,29304,prior,3,5,19,12.0
2217541,7,203445,prior,7,2,15,8.0
3118416,21,100947,prior,29,0,12,7.0
980540,3,197549,prior,37,5,10,2.0
1265487,11,89192,prior,2,1,18,30.0
2968351,7,189800,prior,5,0,19,10.0
183965,4,176668,prior,2,3,9,5.0
631184,2,111072,prior,15,6,13,10.0
280315,7,100626,prior,30,4,15,6.0
2590811,2,198228,prior,44,6,14,1.0
1150819,2,177262,prior,15,6,8,6.0
362469,7,23806,prior,8,0,18,14.0
1402240,1,140824,prior,6,0,19,16.0
1637669,10,98343,prior,38,1,10,5.0
2521211,7,85824,prior,58,4,15,3.0
529425,5,75778,prior,1,6,13,
2221051,1,122020,prior,2,5,11,30.0
2141107,29,141636,prior,34,6,7,30.0
2293540,5,204942,prior,18,0,11,4.0
1609057,4,128344,prior,2,4,0,12.0
1417795,3,106967,prior,12,1,17,5.0
1876970,3,80220,prior,26,6,23,30.0
